requisition_id,main_equipment_name,equipment_serial_no,motor_manufacturing_year,application_use,installed_location,installed_qty,make,model,frame,size,power_rating,kw,kva,rpm,duty_cycle,voltage,current,received_date,received_time,defects_observed,repairs_required,reason_of_failure_id,reason_of_failure_text,warranty_status,previous_refurbishment_job_no,spares_details,service_type_id,service_type_text,equipment_type_id,equipment_type_text,bearing_id,bearing_text,status,created_at,updated_at,created_by,updated_by
563,AC Motor,EQ10370,2014,Conveyor Belt,Hot Strip Mill,1,Siemens,E294,D80,132.0 KW,130.04,132.0,154.95,750,Short Time (S2),415,207.05,2023-11-28,11:15:00,Moisture ingress caused insulation degradation,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,1,AC Motor,10,22210 E,CLOSED,2023-11-28 00:00:00,2023-12-10 00:00:00,operator_09,supervisor_05
564,DC Motor,EQ10299,2006,Cooling Tower Fan,Cold Rolling Mill,1,ABB,E202,D280M,7.5 KW,7.49,7.5,8.23,1000,Intermittent (S3),415,11.42,2024-08-13,08:26:00,"Shaft bent, causing vibration",Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,,Bearing 6205 2RS,2,Bearing Replacement,2,DC Motor,1,6205 2RS,DISPATCHED,2024-08-13 00:00:00,2024-08-28 00:00:00,operator_08,supervisor_06
565,DC Motor,EQ10020,2022,Fan/Blower Driving,Wire Rod Mill,1,Siemens,M216,D180L,400.0 KW,399.76,400.0,476.71,1500,Continuous (S1),3300,81.47,2025-02-28,08:14:00,Bearing noise observed during operation,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6205 2RS,2,Bearing Replacement,2,DC Motor,1,6205 2RS,CLOSED,2025-02-28 00:00:00,2025-03-17 00:00:00,operator_08,supervisor_02
566,AC Motor,EQ10290,1997,Compressor Driving,Wire Rod Mill,1,Toshiba,D181,D160L,18.5 KW,18.25,18.5,22.25,1000,Continuous (S1),3300,3.7,2025-01-01,17:19:00,"Bearing seized, motor stalled",Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-55101,Bearing 6306 2RS,2,Bearing Replacement,1,AC Motor,4,6306 2RS,CLOSED,2025-01-01 00:00:00,2025-01-13 00:00:00,operator_02,supervisor_02
567,Pump Motor,EQ10160,2000,Conveyor Belt,Cold Rolling Mill,1,Bharat Bijlee,D557,D355L,5.5 KW,5.55,5.5,6.42,1500,Continuous (S1),440,8.1,2023-02-27,10:00:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-14861,Bearing 6205 2RS,2,Bearing Replacement,3,Pump Motor,1,6205 2RS,DISPATCHED,2023-02-27 00:00:00,2023-03-12 00:00:00,operator_15,supervisor_02
568,AC Motor,EQ10340,1999,Rolling Mill Drive,Blast Furnace,1,Crompton Greaves,H797,D90L,30.0 KW,30.4,30.0,35.99,1500,Continuous with Intermittent Load (S6),440,45.32,2023-10-22,13:07:00,"Bearing seized, motor stalled",Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6307 2RS,2,Bearing Replacement,1,AC Motor,5,6307 2RS,CLOSED,2023-10-22 00:00:00,2023-10-27 00:00:00,operator_07,supervisor_06
569,DC Motor,EQ10446,2014,Fan/Blower Driving,Cold Rolling Mill,1,ABB,E362,D180L,5.5 KW,5.44,5.5,6.08,750,Continuous (S1),440,7.95,2025-07-10,09:37:00,Low megger value on phases,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,JOB-70840,"Grease, Cleaning agents",5,Insulation Repair,2,DC Motor,3,6305 2RS,CLOSED,2025-07-10 00:00:00,2025-07-19 00:00:00,operator_11,supervisor_03
570,AC Motor,EQ10377,2006,Pump Driving,Wire Rod Mill,1,GE,E423,D100L,7.5 KW,7.54,7.5,8.18,1000,Intermittent (S3),415,11.3,2023-11-04,11:01:00,Insulation resistance low on winding,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-31159,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,8,NU 308,CLOSED,2023-11-04 00:00:00,2023-12-03 00:00:00,operator_05,supervisor_06
571,AC Motor,EQ10100,2022,Cooling Tower Fan,Sinter Plant,1,WEG,S136,D90L,1.5 KW,1.47,1.5,1.66,1500,Continuous (S1),440,2.13,2025-09-04,06:24:00,Phase imbalance detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,11,N/A,CLOSED,2025-09-04 00:00:00,2025-10-01 00:00:00,operator_19,supervisor_05
572,AC Motor,EQ10116,2018,Rolling Mill Drive,Coke Oven Plant,1,Crompton Greaves,K131,D225S,5.5 KW,5.51,5.5,6.25,1500,Intermittent (S3),415,8.57,2025-06-17,18:06:00,"Winding overheated, discoloration visible",Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-28242,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,5,6307 2RS,CLOSED,2025-06-17 00:00:00,2025-07-10 00:00:00,operator_07,supervisor_01
573,AC Motor,EQ10202,2018,Compressor Driving,Sinter Plant,1,WEG,D349,D200L,250.0 KW,249.44,250.0,284.72,1500,Short Time (S2),6600,24.01,2023-09-27,17:33:00,Excessive vibration at both ends,Alignment corrected. Coupling replaced. Foundation bolts tightened.,6,Vibration Damage,Out of Warranty,JOB-82870,"Grease, Cleaning agents",4,Alignment Correction,1,AC Motor,3,6305 2RS,CLOSED,2023-09-27 00:00:00,2023-10-14 00:00:00,operator_13,supervisor_07
574,Blower Motor,EQ10320,2005,Pump Driving,Wire Rod Mill,1,ABB,D859,D132M,75.0 KW,74.79,75.0,85.81,3000,Continuous (S1),415,123.49,2023-04-26,08:27:00,Moisture ingress caused insulation degradation,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,4,Blower Motor,4,6306 2RS,CLOSED,2023-04-26 00:00:00,2023-05-09 00:00:00,operator_17,supervisor_07
575,Pump Motor,EQ10390,1997,Mixer Agitator,Cold Rolling Mill,1,WEG,D574,D315M,45.0 KW,44.59,45.0,53.36,1000,Short Time (S2),3300,9.57,2025-03-14,17:14:00,Inter-turn short circuit detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-49242,"Copper wire, Insulation paper, Varnish",1,Rewinding,3,Pump Motor,1,6205 2RS,CLOSED,2025-03-14 00:00:00,2025-03-24 00:00:00,operator_13,supervisor_04
576,AC Motor,EQ10243,2017,Mixer Agitator,Hot Strip Mill,1,WEG,S419,D315S,15.0 KW,14.77,15.0,18.08,1000,Continuous (S1),415,25.91,2023-04-22,16:09:00,Motor overheating during normal load,Cooling system repaired. Fan replaced. Ventilation passages cleaned.,5,Overheating,Out of Warranty,JOB-97346,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,4,6306 2RS,DISPATCHED,2023-04-22 00:00:00,2023-05-13 00:00:00,operator_01,supervisor_01
577,DC Motor,EQ10443,2006,Mixer Agitator,Wire Rod Mill,1,ABB,E378,D355L,90.0 KW,89.45,90.0,98.27,3000,Continuous with Intermittent Load (S6),415,133.27,2024-12-26,21:57:00,"Rotor bars broken, abnormal sound",Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,,"Grease, Cleaning agents",4,Alignment Correction,2,DC Motor,10,22210 E,CLOSED,2024-12-26 00:00:00,2025-01-06 00:00:00,operator_02,supervisor_02
578,AC Motor,EQ10427,2004,Conveyor Belt,Cold Rolling Mill,1,Crompton Greaves,M327,D315M,400.0 KW,404.83,400.0,435.89,1500,Continuous (S1),6600,37.66,2024-01-15,08:38:00,Bearing overheating detected,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing NU 308,2,Bearing Replacement,1,AC Motor,8,NU 308,CLOSED,2024-01-15 00:00:00,2024-02-07 00:00:00,operator_13,supervisor_07
579,AC Motor,EQ10037,2016,Conveyor Belt,Sinter Plant,1,Crompton Greaves,K631,D355L,37.0 KW,36.86,37.0,42.85,1500,Short Time (S2),415,58.15,2025-01-13,16:55:00,Insulation resistance low on winding,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-36543,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,8,NU 308,DISPATCHED,2025-01-13 00:00:00,2025-01-19 00:00:00,operator_08,supervisor_05
580,AC Motor,EQ10066,1999,Crane Hoisting,Bar Mill,1,ABB,K285,D355M,160.0 KW,159.2,160.0,180.76,750,Continuous (S1),6600,16.24,2025-01-23,12:19:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 22210 E,2,Bearing Replacement,1,AC Motor,10,22210 E,CLOSED,2025-01-23 00:00:00,2025-02-07 00:00:00,operator_12,supervisor_01
581,Pump Motor,EQ10154,2000,Pump Driving,Coke Oven Plant,1,ABB,S723,D355M,5.5 KW,5.52,5.5,6.16,3000,Continuous (S1),415,8.6,2024-01-04,12:55:00,Insulation resistance low on winding,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,3,Pump Motor,1,6205 2RS,CLOSED,2024-01-04 00:00:00,2024-01-27 00:00:00,operator_09,supervisor_07
582,DC Motor,EQ10115,2019,Hydraulic Press,Blast Furnace,1,ABB,S617,D225S,11.0 KW,10.93,11.0,12.11,1000,Continuous (S1),415,16.75,2023-12-18,20:20:00,Bearing overheating detected,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-28066,Bearing 6307 2RS,2,Bearing Replacement,2,DC Motor,5,6307 2RS,CLOSED,2023-12-18 00:00:00,2023-12-22 00:00:00,operator_11,supervisor_05
583,Pump Motor,EQ10172,2009,Pump Driving,Hot Strip Mill,1,ABB,D742,D132S,2.2 KW,2.19,2.2,2.62,1000,Intermittent (S3),415,3.5,2025-12-06,10:45:00,Insulation resistance low on winding,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-59862,"Copper wire, Insulation paper, Varnish",1,Rewinding,3,Pump Motor,2,6206 2RS,DISPATCHED,2025-12-06 00:00:00,2025-12-09 00:00:00,operator_18,supervisor_06
584,AC Motor,EQ10335,2022,Crane Hoisting,Power Plant,1,WEG,H391,D180L,7.5 KW,7.54,7.5,8.43,1000,Intermittent (S3),440,10.77,2024-11-09,20:04:00,Moisture ingress caused insulation degradation,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,1,AC Motor,1,6205 2RS,CLOSED,2024-11-09 00:00:00,2024-12-06 00:00:00,operator_08,supervisor_05
585,DC Motor,EQ10481,2013,Cooling Tower Fan,Cold Rolling Mill,1,Crompton Greaves,M206,D160L,45.0 KW,44.79,45.0,53.13,3000,Continuous (S1),415,77.48,2024-12-04,09:10:00,Bearing overheating detected,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-70558,Bearing 6307 2RS,2,Bearing Replacement,2,DC Motor,5,6307 2RS,CLOSED,2024-12-04 00:00:00,2024-12-31 00:00:00,operator_02,supervisor_03
586,AC Motor,EQ10191,1996,Rolling Mill Drive,Coke Oven Plant,1,Bharat Bijlee,H801,D160M,11.0 KW,11.08,11.0,12.4,3000,Continuous (S1),440,15.88,2024-08-20,20:02:00,Moisture ingress caused insulation degradation,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,JOB-24178,"Grease, Cleaning agents",5,Insulation Repair,1,AC Motor,3,6305 2RS,DISPATCHED,2024-08-20 00:00:00,2024-09-14 00:00:00,operator_03,supervisor_06
587,Pump Motor,EQ10391,2008,Rolling Mill Drive,Sinter Plant,1,WEG,K657,D180L,90.0 KW,91.76,90.0,100.24,750,Continuous (S1),3300,17.47,2025-05-31,21:30:00,Bearing noise observed during operation,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-43952,Bearing 6205 2RS,2,Bearing Replacement,3,Pump Motor,1,6205 2RS,DISPATCHED,2025-05-31 00:00:00,2025-06-13 00:00:00,operator_10,supervisor_07
588,AC Motor,EQ10141,2004,Pump Driving,Coke Oven Plant,1,GE,S480,D280S,30.0 KW,29.47,30.0,33.4,750,Periodic (S5),415,46.29,2024-06-11,07:07:00,"Winding burnt, motor tripped on overload",Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,4,6306 2RS,CLOSED,2024-06-11 00:00:00,2024-07-10 00:00:00,operator_12,supervisor_01
589,DC Motor,EQ10311,1998,Fan/Blower Driving,Bar Mill,1,GE,K519,D132S,11.0 KW,11.12,11.0,13.28,3000,Continuous (S1),440,17.0,2023-02-01,13:53:00,Phase imbalance detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-97789,"Copper wire, Insulation paper, Varnish",1,Rewinding,2,DC Motor,4,6306 2RS,DISPATCHED,2023-02-01 00:00:00,2023-02-26 00:00:00,operator_18,supervisor_03
590,AC Motor,EQ10130,2016,Rolling Mill Drive,Sinter Plant,1,ABB,M365,D200L,45.0 KW,45.26,45.0,54.24,1000,Short Time (S2),3300,9.04,2024-04-08,07:28:00,Excessive vibration from drive end bearing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6307 2RS,2,Bearing Replacement,1,AC Motor,5,6307 2RS,DISPATCHED,2024-04-08 00:00:00,2024-05-05 00:00:00,operator_09,supervisor_07
591,AC Motor,EQ10193,2006,Rolling Mill Drive,Blast Furnace,1,ABB,H881,D200L,1.5 KW,1.51,1.5,1.64,1500,Continuous (S1),415,2.32,2024-01-15,15:37:00,Insulation resistance low on winding,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-89923,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,11,N/A,CLOSED,2024-01-15 00:00:00,2024-02-01 00:00:00,operator_13,supervisor_01
592,Pump Motor,EQ10372,2012,Fan/Blower Driving,Power Plant,1,Havells,H517,D225M,5.5 KW,5.47,5.5,6.56,1000,Continuous (S1),415,9.39,2023-09-03,12:58:00,Foundation bolt loose causing vibration,Alignment corrected. Coupling replaced. Foundation bolts tightened.,6,Vibration Damage,Out of Warranty,,Bearing 6306 2RS,2,Bearing Replacement,3,Pump Motor,4,6306 2RS,CLOSED,2023-09-03 00:00:00,2023-09-29 00:00:00,operator_09,supervisor_06
593,AC Motor,EQ10138,1999,Conveyor Belt,Bar Mill,1,Havells,H431,D250M,2.2 KW,2.17,2.2,2.58,3000,Continuous (S1),415,3.42,2023-06-21,14:08:00,Temperature rise exceeding limits,Cooling system repaired. Fan replaced. Ventilation passages cleaned.,5,Overheating,Out of Warranty,JOB-78843,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,1,6205 2RS,DISPATCHED,2023-06-21 00:00:00,2023-07-15 00:00:00,operator_09,supervisor_07
594,DC Motor,EQ10169,2010,Compressor Driving,Hot Strip Mill,1,ABB,K354,D225S,2.2 KW,2.2,2.2,2.65,1000,Intermittent (S3),415,3.82,2024-05-05,16:29:00,Insulation resistance low on winding,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-23986,"Copper wire, Insulation paper, Varnish",1,Rewinding,2,DC Motor,11,N/A,CLOSED,2024-05-05 00:00:00,2024-05-28 00:00:00,operator_15,supervisor_06
595,AC Motor,EQ10316,1996,Pump Driving,Power Plant,1,Crompton Greaves,K723,D200L,315.0 KW,310.17,315.0,380.97,1500,Short Time (S2),6600,33.05,2024-08-31,07:33:00,Motor overheating during normal load,Cooling system repaired. Fan replaced. Ventilation passages cleaned.,5,Overheating,Out of Warranty,,Bearing 6205 2RS,2,Bearing Replacement,1,AC Motor,1,6205 2RS,CLOSED,2024-08-31 00:00:00,2024-09-11 00:00:00,operator_13,supervisor_01
596,AC Motor,EQ10322,2005,Conveyor Belt,Bar Mill,1,Siemens,E717,D180M,75.0 KW,74.86,75.0,87.39,1000,Intermittent (S3),415,123.03,2024-08-18,15:51:00,Bearing overheating detected,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-15054,Bearing 6307 2RS,2,Bearing Replacement,1,AC Motor,5,6307 2RS,DISPATCHED,2024-08-18 00:00:00,2024-08-19 00:00:00,operator_06,supervisor_03
597,AC Motor,EQ10352,2007,Pump Driving,Sinter Plant,1,Siemens,H636,D160L,1.1 KW,1.09,1.1,1.31,1500,Continuous (S1),415,1.74,2024-04-13,07:20:00,Bearing overheating detected,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 6305 2RS,2,Bearing Replacement,1,AC Motor,3,6305 2RS,CLOSED,2024-04-13 00:00:00,2024-05-07 00:00:00,operator_13,supervisor_06
598,Compressor Motor,EQ10231,2014,Cooling Tower Fan,Cold Rolling Mill,1,Crompton Greaves,M295,D355L,11.0 KW,10.98,11.0,12.93,3000,Intermittent (S3),3300,2.2,2025-04-30,09:00:00,Rotor rubbing against stator,Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,JOB-55588,"Copper wire, Insulation paper, Varnish",1,Rewinding,6,Compressor Motor,3,6305 2RS,DISPATCHED,2025-04-30 00:00:00,2025-05-12 00:00:00,operator_13,supervisor_04
599,AC Motor,EQ10375,1995,Hydraulic Press,Hot Strip Mill,1,WEG,H378,D112M,30.0 KW,30.48,30.0,35.98,750,Continuous (S1),415,47.56,2025-04-27,07:53:00,Phase imbalance detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,1,AC Motor,11,N/A,CLOSED,2025-04-27 00:00:00,2025-05-19 00:00:00,operator_11,supervisor_05
600,Pump Motor,EQ10433,2001,Cooling Tower Fan,Coke Oven Plant,1,Kirloskar,H947,D160M,0.75 KW,0.75,0.75,0.83,1500,Continuous (S1),415,1.1,2025-07-19,06:17:00,Inter-turn short circuit detected,Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,JOB-54942,"Copper wire, Insulation paper, Varnish",1,Rewinding,3,Pump Motor,4,6306 2RS,DISPATCHED,2025-07-19 00:00:00,2025-08-03 00:00:00,operator_10,supervisor_06
601,Pump Motor,EQ10079,2015,Cooling Tower Fan,Sinter Plant,1,Siemens,H852,D80,22.0 KW,21.87,22.0,24.52,1500,Periodic (S5),3300,4.26,2025-06-02,21:52:00,Grease leakage from bearing housing,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,,Bearing 22210 E,2,Bearing Replacement,3,Pump Motor,10,22210 E,DISPATCHED,2025-06-02 00:00:00,2025-06-22 00:00:00,operator_12,supervisor_01
602,AC Motor,EQ10050,2005,Rolling Mill Drive,Power Plant,1,Crompton Greaves,E294,D280S,18.5 KW,18.37,18.5,22.21,3000,Continuous (S1),415,30.38,2023-11-16,19:43:00,"Shaft bent, causing vibration",Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,JOB-37280,"Grease, Cleaning agents",4,Alignment Correction,1,AC Motor,6,6308 2RS,CLOSED,2023-11-16 00:00:00,2023-11-17 00:00:00,operator_12,supervisor_07
603,AC Motor,EQ10037,2016,Conveyor Belt,Sinter Plant,1,Crompton Greaves,H583,D355L,37.0 KW,36.86,37.0,42.85,1500,Short Time (S2),415,58.15,2024-04-15,19:23:00,Rotor eccentricity observed,Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,1,AC Motor,4,6306 2RS,CLOSED,2024-04-15 00:00:00,2024-04-18 00:00:00,operator_06,supervisor_03
604,Compressor Motor,EQ10153,2013,Hydraulic Press,Power Plant,1,Siemens,D777,D225M,22.0 KW,21.8,22.0,25.82,750,Continuous (S1),415,36.83,2025-04-13,18:39:00,"Shaft bent, causing vibration",Rotor repaired/replaced. Dynamic balancing done. Air gap checked.,3,Rotor Failure,Out of Warranty,JOB-12035,"Grease, Cleaning agents",4,Alignment Correction,6,Compressor Motor,2,6206 2RS,DISPATCHED,2025-04-13 00:00:00,2025-05-10 00:00:00,operator_04,supervisor_07
605,DC Motor,EQ10098,2003,Conveyor Belt,Coke Oven Plant,1,Bharat Bijlee,S717,D112M,7.5 KW,7.4,7.5,8.3,1500,Intermittent (S3),415,11.42,2024-03-30,19:38:00,Insulation breakdown at connections,Insulation restored. Varnish applied and baked. Megger values confirmed acceptable.,4,Insulation Failure,Out of Warranty,,"Grease, Cleaning agents",5,Insulation Repair,2,DC Motor,1,6205 2RS,CLOSED,2024-03-30 00:00:00,2024-04-17 00:00:00,operator_14,supervisor_02
606,AC Motor,EQ10269,1995,Fan/Blower Driving,Sinter Plant,1,Havells,E183,D80,22.0 KW,22.2,22.0,26.03,1500,Continuous (S1),440,32.48,2023-02-15,07:12:00,Bearing noise observed during operation,Bearings replaced and housing cleaned. Shaft journal inspected. Alignment checked.,1,Bearing Failure,Out of Warranty,JOB-77173,Bearing 6308 2RS,2,Bearing Replacement,1,AC Motor,6,6308 2RS,CLOSED,2023-02-15 00:00:00,2023-03-02 00:00:00,operator_03,supervisor_06
607,Pump Motor,EQ10160,2000,Conveyor Belt,Cold Rolling Mill,1,Bharat Bijlee,M800,D355L,5.5 KW,5.55,5.5,6.42,1500,Continuous (S1),440,8.1,2024-04-07,07:12:00,"Cooling fan damaged, inadequate cooling",Cooling system repaired. Fan replaced. Ventilation passages cleaned.,5,Overheating,Out of Warranty,JOB-45085,"Grease, Cleaning agents",5,Insulation Repair,3,Pump Motor,8,NU 308,CLOSED,2024-04-07 00:00:00,2024-04-08 00:00:00,operator_02,supervisor_06
608,Crane Motor,EQ10240,1995,Crane Hoisting,Power Plant,1,Crompton Greaves,K892,D132S,250.0 KW,249.23,250.0,279.58,1500,Continuous (S1),3300,50.62,2024-09-01,10:29:00,"Winding burnt, motor tripped on overload",Complete rewinding done. New insulation applied. Impregnation and baking completed.,2,Winding Failure,Out of Warranty,,"Copper wire, Insulation paper, Varnish",1,Rewinding,5,Crane Motor,11,N/A,CLOSED,2024-09-01 00:00:00,2024-09-24 00:00:00,operator_12,supervisor_03
